task_id,order_id,warehouse_id,order_lat,order_lon,pickup_ready_at,created_at,delivery_deadline_at,total_mass_kg,time_window_sec,lead_time_sec,prep_time_sec,dist_from_warehouse_km,straight_line_travel_sec_moped,feasible_solo_moped,straight_line_travel_sec_walking,feasible_solo_walking,straight_line_travel_sec_car,feasible_solo_car,pickup_ready_ts,deadline_ts
1,84,2,55.82752,37.659955,2026-06-15 08:27:50+00:00,2026-06-15 08:26:30+00:00,2026-06-15 08:48:53+00:00,3.69,1263,1343,80,1.7509333114716883,420,True,1260,True,157,True,1781512,1781513
1,85,2,55.787891,37.621874,2026-06-15 08:37:20+00:00,2026-06-15 08:22:18+00:00,2026-06-15 09:08:33+00:00,3.42,1873,2775,902,4.36836596963432,1048,True,3145,False,393,True,1781512,1781514
1,86,2,55.815237,37.698546,2026-06-15 08:30:28+00:00,2026-06-15 08:15:37+00:00,2026-06-15 09:03:11+00:00,4.87,1963,2854,891,1.5292120658542858,367,True,1101,True,137,True,1781512,1781514
1,87,2,55.814418,37.689506,2026-06-15 08:35:59+00:00,2026-06-15 08:30:19+00:00,2026-06-15 09:07:49+00:00,4.63,1910,2250,340,0.9591327670316214,230,True,690,True,86,True,1781512,1781514
1,88,2,55.801857,37.682952,2026-06-15 08:32:47+00:00,2026-06-15 08:16:30+00:00,2026-06-15 09:14:51+00:00,6.25,2524,3501,977,1.452285609617203,348,True,1045,True,130,True,1781512,1781514
1,89,2,55.804214,37.667041,2026-06-15 08:37:17+00:00,2026-06-15 08:27:01+00:00,2026-06-15 09:05:16+00:00,3.17,1679,2295,616,1.1709306305548344,281,True,843,True,105,True,1781512,1781514
1,90,2,55.856207,37.731014,2026-06-15 08:23:02+00:00,2026-06-15 08:13:56+00:00,2026-06-15 08:53:30+00:00,14.07,1828,2374,546,5.8884511493573175,1413,True,4239,False,529,True,1781511,1781513
1,91,2,55.823446,37.688445,2026-06-15 08:33:10+00:00,2026-06-15 08:29:01+00:00,2026-06-15 08:57:13+00:00,5.89,1443,1692,249,1.3817308271512225,331,True,994,True,124,True,1781512,1781513
1,92,2,55.833614,37.674542,2026-06-15 08:22:01+00:00,2026-06-15 08:11:51+00:00,2026-06-15 08:51:42+00:00,2.14,1781,2391,610,2.1865447064700616,524,True,1574,True,196,True,1781511,1781513
1,93,2,55.817765,37.639281,2026-06-15 08:27:09+00:00,2026-06-15 08:22:18+00:00,2026-06-15 08:56:32+00:00,3.83,1763,2054,291,2.2210065698476633,533,True,1599,True,199,True,1781512,1781513
1,94,2,55.801193,37.71503,2026-06-15 08:29:22+00:00,2026-06-15 08:15:08+00:00,2026-06-15 08:48:52+00:00,1.95,1170,2024,854,2.920537012344131,700,True,2102,False,262,True,1781512,1781513
1,95,2,55.840798,37.647447,2026-06-15 08:22:30+00:00,2026-06-15 08:20:17+00:00,2026-06-15 08:56:06+00:00,13.23,2016,2149,133,3.4203590176159473,820,True,2462,False,307,True,1781511,1781513
1,96,2,55.793665,37.651203,2026-06-15 08:35:39+00:00,2026-06-15 08:23:16+00:00,2026-06-15 08:55:31+00:00,4.18,1192,1935,743,2.6738682532688816,641,True,1925,False,240,True,1781512,1781513
1,97,2,55.813759,37.686938,2026-06-15 08:31:39+00:00,2026-06-15 08:11:57+00:00,2026-06-15 08:57:29+00:00,2.17,1550,2732,1182,0.7975749374690193,191,True,574,True,71,True,1781512,1781513
1,98,2,55.820447,37.637986,2026-06-15 08:28:37+00:00,2026-06-15 08:22:16+00:00,2026-06-15 08:45:57+00:00,6.25,1040,1421,381,2.3735470064354933,569,True,1708,False,213,True,1781512,1781513
1,99,2,55.850082,37.681904,2026-06-15 08:33:19+00:00,2026-06-15 08:18:33+00:00,2026-06-15 08:57:49+00:00,1.7,1470,2356,886,4.046459140514901,971,True,2913,False,364,True,1781512,1781513
1,100,2,55.831771,37.706303,2026-06-15 08:24:46+00:00,2026-06-15 08:14:37+00:00,2026-06-15 09:09:31+00:00,2.03,2685,3294,609,2.8201508867768217,676,True,2030,True,253,True,1781511,1781514
2,1,1,55.770427,37.331854,2026-06-15 15:41:02+00:00,2026-06-15 15:35:08+00:00,2026-06-15 16:18:58+00:00,0.47,2276,2630,354,2.256028971520308,541,True,1624,True,203,True,1781538,1781540
2,2,1,55.798257,37.358576,2026-06-15 15:38:08+00:00,2026-06-15 15:35:23+00:00,2026-06-15 16:02:16+00:00,1.89,1448,1613,165,1.8061664610281378,433,True,1300,True,162,True,1781537,1781539
2,3,1,55.785413,37.352769,2026-06-15 15:39:38+00:00,2026-06-15 15:34:34+00:00,2026-06-15 15:59:26+00:00,3.0,1188,1492,304,0.6526006032000782,156,True,469,True,58,True,1781537,1781539
2,4,1,55.781257,37.345556,2026-06-15 15:43:28+00:00,2026-06-15 15:28:16+00:00,2026-06-15 16:21:38+00:00,1.24,2290,3202,912,0.9933062328974953,238,True,715,True,89,True,1781538,1781540
2,5,1,55.788894,37.372828,2026-06-15 15:41:13+00:00,2026-06-15 15:24:18+00:00,2026-06-15 16:01:36+00:00,1.7,1223,2238,1015,1.041849368148937,250,True,750,True,93,True,1781538,1781539
2,6,1,55.782653,37.395001,2026-06-15 15:50:59+00:00,2026-06-15 15:44:12+00:00,2026-06-15 16:21:54+00:00,6.08,1855,2262,407,2.1037231964811243,504,True,1514,True,189,True,1781538,1781540
2,7,1,55.782532,37.362632,2026-06-15 15:49:26+00:00,2026-06-15 15:39:05+00:00,2026-06-15 16:19:09+00:00,4.21,1783,2404,621,0.09285958215392644,22,True,66,True,8,True,1781538,1781540
2,8,1,55.765801,37.374001,2026-06-15 15:52:14+00:00,2026-06-15 15:42:35+00:00,2026-06-15 16:35:49+00:00,4.01,2615,3194,579,1.9759823101214824,474,True,1422,True,177,True,1781538,1781541
2,9,1,55.78713,37.394308,2026-06-15 15:38:54+00:00,2026-06-15 15:20:33+00:00,2026-06-15 16:03:32+00:00,5.69,1478,2579,1101,2.134234451676494,512,True,1536,False,192,True,1781537,1781539
2,10,1,55.762515,37.386513,2026-06-15 15:52:49+00:00,2026-06-15 15:36:27+00:00,2026-06-15 16:30:03+00:00,4.6,2234,3216,982,2.68521238167824,644,True,1933,True,241,True,1781538,1781541
2,11,1,55.797968,37.346003,2026-06-15 15:42:28+00:00,2026-06-15 15:26:35+00:00,2026-06-15 16:16:08+00:00,2.72,2020,2973,953,2.0100633387176257,482,True,1447,True,180,True,1781538,1781540
2,12,1,55.786286,37.391992,2026-06-15 15:47:13+00:00,2026-06-15 15:47:10+00:00,2026-06-15 16:32:01+00:00,2.2,2688,2691,3,1.970583972451453,472,True,1418,True,177,True,1781538,1781541
2,13,1,55.77398,37.365243,2026-06-15 15:47:06+00:00,2026-06-15 15:39:15+00:00,2026-06-15 16:29:45+00:00,3.49,2559,3030,471,0.9337173473897042,224,True,672,True,84,True,1781538,1781540
2,14,1,55.776298,37.363941,2026-06-15 15:44:33+00:00,2026-06-15 15:25:33+00:00,2026-06-15 16:09:49+00:00,1.45,1516,2656,1140,0.66377509530849,159,True,477,True,59,True,1781538,1781539
2,15,1,55.793651,37.331529,2026-06-15 15:51:16+00:00,2026-06-15 15:36:17+00:00,2026-06-15 16:36:01+00:00,17.02,2685,3584,899,2.2657794613506805,543,True,1631,True,203,True,1781538,1781541
2,16,1,55.77869,37.379038,2026-06-15 15:48:48+00:00,2026-06-15 15:40:45+00:00,2026-06-15 16:20:39+00:00,7.23,1911,2394,483,1.167597341469902,280,True,840,True,105,True,1781538,1781540
2,17,1,55.794937,37.34628,2026-06-15 15:42:28+00:00,2026-06-15 15:34:18+00:00,2026-06-15 16:10:40+00:00,3.89,1692,2182,490,1.7119993395552613,410,True,1232,True,154,True,1781538,1781539
2,18,1,55.773581,37.334847,2026-06-15 15:37:18+00:00,2026-06-15 15:30:47+00:00,2026-06-15 15:58:14+00:00,5.36,1256,1647,391,1.9096486562077164,458,True,1374,False,171,True,1781537,1781539
2,19,1,55.782111,37.363141,2026-06-15 15:41:24+00:00,2026-06-15 15:38:37+00:00,2026-06-15 16:04:54+00:00,4.09,1410,1577,167,0.11063941463243587,26,True,79,True,9,True,1781538,1781539
2,20,1,55.78708,37.390228,2026-06-15 15:52:14+00:00,2026-06-15 15:40:02+00:00,2026-06-15 16:14:53+00:00,0.3,1359,2091,732,1.8876296743887553,453,True,1359,False,169,True,1781538,1781540
2,21,1,55.804725,37.355289,2026-06-15 15:37:22+00:00,2026-06-15 15:29:22+00:00,2026-06-15 16:18:37+00:00,3.1,2475,2955,480,2.545459997410902,610,True,1832,True,229,True,1781537,1781540
2,22,1,55.791191,37.354481,2026-06-15 15:45:42+00:00,2026-06-15 15:35:54+00:00,2026-06-15 16:19:39+00:00,2.28,2037,2625,588,1.099880711768863,263,True,791,True,98,True,1781538,1781540
2,23,1,55.788445,37.354464,2026-06-15 15:52:39+00:00,2026-06-15 15:37:45+00:00,2026-06-15 16:30:35+00:00,2.28,2276,3170,894,0.8281904547595728,198,True,596,True,74,True,1781538,1781541
2,24,1,55.756068,37.374359,2026-06-15 15:41:37+00:00,2026-06-15 15:36:28+00:00,2026-06-15 16:14:11+00:00,4.27,1954,2263,309,3.0053828198593235,721,True,2163,False,270,True,1781538,1781540
2,25,1,55.792656,37.31873,2026-06-15 15:37:07+00:00,2026-06-15 15:30:23+00:00,2026-06-15 16:16:02+00:00,2.84,2335,2739,404,2.9134242133041366,699,True,2097,True,262,True,1781537,1781540
