task_id,order_id,warehouse_id,order_lat,order_lon,pickup_ready_at,created_at,delivery_deadline_at,total_mass_kg
1,23,1,55.884701,37.608756,2026-06-07T07:48:53.763816+03:00,2026-06-07T07:40:06.505341+03:00,2026-06-07T08:16:30.369066+03:00,1.12
1,24,1,55.883441,37.565762,2026-06-07T07:40:01.046101+03:00,2026-06-07T07:30:09.401903+03:00,2026-06-07T08:04:13.549106+03:00,2.5
1,25,1,55.881834,37.572069,2026-06-07T03:33:56.210755+03:00,2026-06-07T03:30:40.650057+03:00,2026-06-07T04:02:01.563425+03:00,7.22
1,26,1,55.881749,37.579961,2026-06-07T01:03:10.994212+03:00,2026-06-07T00:52:06.981345+03:00,2026-06-07T01:25:16.608509+03:00,5.45
1,27,1,55.86654,37.588684,2026-06-07T01:05:42.467772+03:00,2026-06-07T00:51:42.939244+03:00,2026-06-07T01:27:14.409006+03:00,0.78
1,28,1,55.891861,37.569925,2026-06-07T06:50:59.885662+03:00,2026-06-07T06:38:17.944602+03:00,2026-06-07T07:13:29.197331+03:00,7.65
1,29,1,55.882182,37.573641,2026-06-07T02:17:05.745978+03:00,2026-06-07T02:02:51.794608+03:00,2026-06-07T02:37:54.387138+03:00,0.84
1,30,1,55.882332,37.602722,2026-06-07T07:19:59.303042+03:00,2026-06-07T07:08:00.305268+03:00,2026-06-07T07:48:47.226086+03:00,7.2
1,31,2,55.758332,37.489063,2026-06-07T03:03:29.358593+03:00,2026-06-07T02:59:21.342592+03:00,2026-06-07T03:30:42.239736+03:00,2.47
1,32,2,55.794175,37.507481,2026-06-07T01:11:53.829577+03:00,2026-06-07T00:58:55.428453+03:00,2026-06-07T01:32:34.997226+03:00,1.84
1,33,2,55.763537,37.522278,2026-06-07T01:41:00.751417+03:00,2026-06-07T01:34:17.318373+03:00,2026-06-07T02:08:33.838610+03:00,7.79
1,34,2,55.781972,37.517753,2026-06-07T00:12:26.717428+03:00,2026-06-07T00:06:41.365086+03:00,2026-06-07T00:32:53.720092+03:00,5.58
1,35,2,55.773,37.500479,2026-06-07T05:43:13.162106+03:00,2026-06-07T05:33:14.758147+03:00,2026-06-07T06:04:25.014036+03:00,6.53
1,36,2,55.757035,37.503373,2026-06-07T01:07:23.565984+03:00,2026-06-07T01:02:54.463245+03:00,2026-06-07T01:36:35.757268+03:00,3.48
1,37,2,55.773595,37.493334,2026-06-07T05:32:38.538073+03:00,2026-06-07T05:18:10.489328+03:00,2026-06-07T05:54:47.592583+03:00,7.44
1,38,2,55.772919,37.504418,2026-06-07T05:08:34.729347+03:00,2026-06-07T05:04:18.483216+03:00,2026-06-07T05:29:07.353481+03:00,3.64
1,39,2,55.760759,37.473497,2026-06-07T07:40:30.208641+03:00,2026-06-07T07:27:51.068782+03:00,2026-06-07T08:04:38.680498+03:00,6.39
1,40,2,55.773363,37.505907,2026-06-07T06:50:41.252413+03:00,2026-06-07T06:38:07.544109+03:00,2026-06-07T07:12:14.795303+03:00,4.48
1,41,2,55.763028,37.521712,2026-06-07T04:57:26.537661+03:00,2026-06-07T04:49:29.486131+03:00,2026-06-07T05:20:33.499130+03:00,3.69
1,42,2,55.762248,37.522922,2026-06-07T03:43:50.674689+03:00,2026-06-07T03:37:52.230204+03:00,2026-06-07T04:05:26.871849+03:00,6.1
1,43,2,55.784407,37.531155,2026-06-07T00:42:04.887318+03:00,2026-06-07T00:31:56.895080+03:00,2026-06-07T01:02:41.361659+03:00,6.68
1,44,2,55.778601,37.51304,2026-06-07T07:27:03.132448+03:00,2026-06-07T07:22:03.949608+03:00,2026-06-07T07:49:11.047702+03:00,1.65
1,45,2,55.773454,37.509938,2026-06-07T00:31:41.129643+03:00,2026-06-07T00:26:35.387784+03:00,2026-06-07T00:51:16.361719+03:00,4.93
1,46,2,55.78261,37.483961,2026-06-07T02:41:41.402483+03:00,2026-06-07T02:32:38.143592+03:00,2026-06-07T03:10:18.905745+03:00,6.88
1,47,2,55.773999,37.50608,2026-06-07T01:59:37.811343+03:00,2026-06-07T01:53:38.252288+03:00,2026-06-07T02:24:54.824893+03:00,3.62
1,48,2,55.7739,37.503971,2026-06-07T04:15:37.288693+03:00,2026-06-07T04:11:24.084923+03:00,2026-06-07T04:43:47.371339+03:00,0.89
1,49,2,55.785258,37.535435,2026-06-07T06:58:44.868870+03:00,2026-06-07T06:44:54.958606+03:00,2026-06-07T07:28:31.385519+03:00,6.52
1,50,2,55.759409,37.485836,2026-06-07T06:18:31.972602+03:00,2026-06-07T06:13:55.095012+03:00,2026-06-07T06:43:25.777506+03:00,4.36
1,51,2,55.777583,37.471949,2026-06-07T03:15:31.063043+03:00,2026-06-07T03:04:50.577488+03:00,2026-06-07T03:37:26.928833+03:00,1.55
1,52,2,55.778478,37.488769,2026-06-07T01:59:02.622790+03:00,2026-06-07T01:51:38.014287+03:00,2026-06-07T02:22:04.441807+03:00,2.96
1,53,2,55.76525,37.499385,2026-06-07T02:36:53.220175+03:00,2026-06-07T02:22:30.042468+03:00,2026-06-07T03:05:58.009868+03:00,4.11
1,54,2,55.771476,37.49253,2026-06-07T06:58:08.404962+03:00,2026-06-07T06:47:18.542077+03:00,2026-06-07T07:25:59.303568+03:00,4.5
1,55,2,55.786956,37.499336,2026-06-07T05:58:10.654382+03:00,2026-06-07T05:52:44.923075+03:00,2026-06-07T06:24:49.221147+03:00,6.96
1,56,2,55.77115,37.501372,2026-06-07T00:57:21.272801+03:00,2026-06-07T00:45:38.757549+03:00,2026-06-07T01:17:17.038325+03:00,7.52
1,57,2,55.772318,37.510673,2026-06-07T06:34:32.915314+03:00,2026-06-07T06:24:25.464271+03:00,2026-06-07T07:02:09.447223+03:00,6.46
1,58,2,55.794411,37.504549,2026-06-07T04:47:22.621208+03:00,2026-06-07T04:43:14.185786+03:00,2026-06-07T05:13:09.290570+03:00,1.78
1,59,2,55.767516,37.485035,2026-06-07T03:52:56.667284+03:00,2026-06-07T03:43:40.372406+03:00,2026-06-07T04:20:20.856721+03:00,6.49
1,60,2,55.766617,37.489381,2026-06-07T07:31:25.811772+03:00,2026-06-07T07:26:59.603588+03:00,2026-06-07T07:51:43.100125+03:00,1.16
1,61,3,55.817534,37.557346,2026-06-07T02:53:55.591354+03:00,2026-06-07T02:40:08.767440+03:00,2026-06-07T03:21:18.862571+03:00,2.53
1,62,3,55.840421,37.566342,2026-06-07T01:20:25.619508+03:00,2026-06-07T01:15:39.215480+03:00,2026-06-07T01:49:43.463634+03:00,3.78
1,63,3,55.824318,37.570139,2026-06-07T04:39:40.221070+03:00,2026-06-07T04:25:26.200279+03:00,2026-06-07T05:07:15.220056+03:00,4.1
1,64,3,55.83217,37.587136,2026-06-07T05:58:56.354952+03:00,2026-06-07T05:44:31.494797+03:00,2026-06-07T06:19:14.550813+03:00,6.88
1,65,3,55.842829,37.590507,2026-06-07T04:53:35.819782+03:00,2026-06-07T04:42:21.830399+03:00,2026-06-07T05:12:43.939555+03:00,3.91
1,66,3,55.850721,37.562789,2026-06-07T03:48:24.650927+03:00,2026-06-07T03:40:06.184756+03:00,2026-06-07T04:10:43.923005+03:00,7.39
1,67,3,55.844148,37.596164,2026-06-07T08:12:07.622164+03:00,2026-06-07T07:58:34.598146+03:00,2026-06-07T08:34:15.001733+03:00,6.78
1,68,3,55.832868,37.576363,2026-06-07T05:30:19.810411+03:00,2026-06-07T05:19:31.720400+03:00,2026-06-07T05:50:19.501291+03:00,7.23
1,69,3,55.833533,37.572162,2026-06-07T01:20:58.302922+03:00,2026-06-07T01:08:39.030005+03:00,2026-06-07T01:42:09.117712+03:00,7.33
1,70,3,55.836211,37.597738,2026-06-07T00:06:13.572923+03:00,2026-06-07T00:02:36.379223+03:00,2026-06-07T00:31:53.483540+03:00,6.51
1,71,3,55.828523,37.57769,2026-06-07T00:40:04.973851+03:00,2026-06-07T00:27:28.279876+03:00,2026-06-07T01:09:17.318835+03:00,6.29
1,72,3,55.8195,37.586796,2026-06-07T00:24:41.640547+03:00,2026-06-07T00:19:16.357427+03:00,2026-06-07T00:45:04.090175+03:00,4.28
1,73,3,55.820646,37.55164,2026-06-07T06:53:24.329028+03:00,2026-06-07T06:48:32.575673+03:00,2026-06-07T07:20:29.178949+03:00,1.95
1,74,3,55.826976,37.569389,2026-06-07T08:00:50.209201+03:00,2026-06-07T07:50:29.897805+03:00,2026-06-07T08:20:26.179409+03:00,5.12
1,75,3,55.832247,37.573363,2026-06-07T05:45:40.506660+03:00,2026-06-07T05:40:35.854611+03:00,2026-06-07T06:05:41.042524+03:00,1.88
1,76,3,55.838564,37.534118,2026-06-07T06:26:59.745318+03:00,2026-06-07T06:16:21.531312+03:00,2026-06-07T06:52:17.537997+03:00,1.59
1,77,3,55.853089,37.560068,2026-06-07T04:48:50.734495+03:00,2026-06-07T04:37:26.895815+03:00,2026-06-07T05:14:59.228377+03:00,7.55
1,78,3,55.832706,37.566151,2026-06-07T03:22:37.591938+03:00,2026-06-07T03:13:56.190453+03:00,2026-06-07T03:42:56.275505+03:00,1.51
1,79,3,55.838778,37.568337,2026-06-07T03:35:43.523588+03:00,2026-06-07T03:25:23.612554+03:00,2026-06-07T04:01:42.378805+03:00,3.59
1,80,3,55.841898,37.575407,2026-06-07T04:49:11.489410+03:00,2026-06-07T04:42:23.219954+03:00,2026-06-07T05:08:35.288901+03:00,3.64
1,81,3,55.843435,37.575,2026-06-07T04:44:34.144242+03:00,2026-06-07T04:34:46.788474+03:00,2026-06-07T05:11:17.465682+03:00,5.36
1,82,3,55.846322,37.561521,2026-06-07T06:27:33.431949+03:00,2026-06-07T06:17:58.047993+03:00,2026-06-07T06:51:18.167958+03:00,5.2
1,83,3,55.832232,37.557678,2026-06-07T06:07:15.333906+03:00,2026-06-07T05:53:37.123828+03:00,2026-06-07T06:36:23.231656+03:00,4.28
1,84,3,55.821734,37.578527,2026-06-07T02:43:59.095223+03:00,2026-06-07T02:30:56.179922+03:00,2026-06-07T03:08:25.228710+03:00,1.37
1,85,3,55.831522,37.573674,2026-06-07T00:33:02.396241+03:00,2026-06-07T00:26:40.356007+03:00,2026-06-07T00:55:42.922068+03:00,1.8
1,86,3,55.825819,37.571518,2026-06-07T00:19:58.430761+03:00,2026-06-07T00:07:02.865895+03:00,2026-06-07T00:48:23.752457+03:00,3.29
1,87,3,55.830833,37.567131,2026-06-07T01:04:49.311549+03:00,2026-06-07T00:57:26.569609+03:00,2026-06-07T01:34:21.874808+03:00,7.97
1,88,3,55.849011,37.560523,2026-06-07T05:41:32.645999+03:00,2026-06-07T05:30:04.753416+03:00,2026-06-07T06:04:48.621518+03:00,5.31
1,89,3,55.833115,37.572205,2026-06-07T04:17:00.444064+03:00,2026-06-07T04:12:02.543125+03:00,2026-06-07T04:37:49.942597+03:00,6.77
1,90,3,55.825207,37.534855,2026-06-07T06:57:38.239847+03:00,2026-06-07T06:42:45.208249+03:00,2026-06-07T07:18:11.693133+03:00,3.86
2,91,1,55.725682,37.324406,2026-06-07T03:50:05.100246+03:00,2026-06-07T03:45:16.615705+03:00,2026-06-07T04:11:04.511836+03:00,7.3
2,92,1,55.719806,37.352224,2026-06-07T02:29:04.250944+03:00,2026-06-07T02:20:11.308713+03:00,2026-06-07T02:54:31.304758+03:00,4.2
2,93,1,55.720699,37.352166,2026-06-07T06:55:34.409345+03:00,2026-06-07T06:44:55.345481+03:00,2026-06-07T07:21:42.847718+03:00,5.53
2,94,1,55.724941,37.380527,2026-06-07T03:05:26.781239+03:00,2026-06-07T02:55:58.321486+03:00,2026-06-07T03:28:10.162518+03:00,6.83
2,95,1,55.708012,37.354285,2026-06-07T06:58:01.496754+03:00,2026-06-07T06:48:58.046886+03:00,2026-06-07T07:27:01.801235+03:00,4.9
2,96,1,55.734937,37.333708,2026-06-07T04:08:48.544356+03:00,2026-06-07T03:59:25.928406+03:00,2026-06-07T04:28:57.830968+03:00,3.49
2,97,1,55.703671,37.327062,2026-06-07T01:32:16.165632+03:00,2026-06-07T01:25:12.189574+03:00,2026-06-07T01:53:22.623618+03:00,0.69
2,98,1,55.725485,37.316893,2026-06-07T02:37:47.913664+03:00,2026-06-07T02:27:37.010086+03:00,2026-06-07T02:56:52.741205+03:00,2.59
2,99,1,55.70701,37.333279,2026-06-07T08:01:42.668840+03:00,2026-06-07T07:51:16.011289+03:00,2026-06-07T08:25:57.822717+03:00,6.21
2,100,1,55.698805,37.345419,2026-06-07T07:54:43.526961+03:00,2026-06-07T07:42:20.483238+03:00,2026-06-07T08:23:15.615910+03:00,1.36
2,101,1,55.72487,37.324796,2026-06-07T04:36:20.343244+03:00,2026-06-07T04:25:29.389509+03:00,2026-06-07T05:06:00.421221+03:00,7.88
2,102,1,55.712348,37.350858,2026-06-07T06:07:09.000753+03:00,2026-06-07T05:59:59.525893+03:00,2026-06-07T06:27:30.754804+03:00,0.81
2,103,1,55.719939,37.321014,2026-06-07T08:01:38.337769+03:00,2026-06-07T07:53:03.556881+03:00,2026-06-07T08:31:23.762975+03:00,3.59
2,104,1,55.727888,37.379367,2026-06-07T04:39:14.780299+03:00,2026-06-07T04:26:37.297252+03:00,2026-06-07T05:08:25.083399+03:00,6.67
2,105,1,55.719403,37.351002,2026-06-07T00:27:41.199253+03:00,2026-06-07T00:23:22.516003+03:00,2026-06-07T00:54:06.900968+03:00,5.85
2,106,1,55.705768,37.372558,2026-06-07T06:07:32.253838+03:00,2026-06-07T05:54:55.626292+03:00,2026-06-07T06:27:04.569886+03:00,2.26
2,107,1,55.70791,37.367656,2026-06-07T00:11:20.136724+03:00,2026-06-07T00:02:09.603598+03:00,2026-06-07T00:37:47.146408+03:00,0.72
2,108,1,55.713294,37.364752,2026-06-07T05:28:13.562917+03:00,2026-06-07T05:22:22.448895+03:00,2026-06-07T05:56:36.398463+03:00,3.11
2,109,1,55.737124,37.341703,2026-06-07T04:51:07.020074+03:00,2026-06-07T04:43:21.223225+03:00,2026-06-07T05:13:08.404607+03:00,7.15
2,110,1,55.720953,37.358493,2026-06-07T02:55:44.196016+03:00,2026-06-07T02:44:07.495830+03:00,2026-06-07T03:23:37.100876+03:00,7.99
2,111,1,55.722455,37.342109,2026-06-07T01:15:34.360596+03:00,2026-06-07T01:05:40.452807+03:00,2026-06-07T01:45:32.763421+03:00,5.76
2,112,1,55.727197,37.33347,2026-06-07T07:28:18.384245+03:00,2026-06-07T07:19:20.604296+03:00,2026-06-07T07:48:47.066408+03:00,3.24
2,113,1,55.720251,37.35283,2026-06-07T00:16:55.222433+03:00,2026-06-07T00:08:28.860893+03:00,2026-06-07T00:42:54.019008+03:00,3.07
2,114,1,55.716406,37.368293,2026-06-07T06:10:25.954680+03:00,2026-06-07T06:00:56.537901+03:00,2026-06-07T06:32:33.751658+03:00,7.23
2,115,1,55.723519,37.347746,2026-06-07T07:25:42.336935+03:00,2026-06-07T07:16:21.066655+03:00,2026-06-07T07:52:52.266782+03:00,4.93
2,116,1,55.732821,37.344054,2026-06-07T02:02:43.709865+03:00,2026-06-07T01:55:51.515375+03:00,2026-06-07T02:23:26.301297+03:00,7.06
2,117,1,55.716402,37.341541,2026-06-07T06:32:33.216803+03:00,2026-06-07T06:20:08.863444+03:00,2026-06-07T06:56:22.551734+03:00,4.07
2,118,1,55.698871,37.333885,2026-06-07T06:44:51.426020+03:00,2026-06-07T06:31:01.587162+03:00,2026-06-07T07:12:31.235312+03:00,1.89
2,119,1,55.72637,37.37006,2026-06-07T05:27:52.008833+03:00,2026-06-07T05:13:24.157245+03:00,2026-06-07T05:52:30.411995+03:00,3.75
2,120,1,55.718604,37.35342,2026-06-07T00:52:56.054250+03:00,2026-06-07T00:49:26.477303+03:00,2026-06-07T01:14:38.458214+03:00,0.99
2,121,2,55.747916,37.647329,2026-06-07T01:01:10.933758+03:00,2026-06-07T00:53:34.090606+03:00,2026-06-07T01:20:50.882536+03:00,5.74
2,122,2,55.750116,37.632795,2026-06-07T03:17:10.781319+03:00,2026-06-07T03:09:10.822383+03:00,2026-06-07T03:36:11.877386+03:00,1.34
2,123,2,55.745851,37.669979,2026-06-07T04:12:47.661292+03:00,2026-06-07T04:03:55.219847+03:00,2026-06-07T04:35:27.503438+03:00,3.73
2,124,2,55.730929,37.652392,2026-06-07T02:11:50.231167+03:00,2026-06-07T02:04:58.038050+03:00,2026-06-07T02:33:30.269850+03:00,4.1
2,125,2,55.760946,37.639181,2026-06-07T02:52:55.066296+03:00,2026-06-07T02:38:45.189371+03:00,2026-06-07T03:12:27.122027+03:00,3.96
2,126,2,55.758693,37.652127,2026-06-07T00:27:23.879644+03:00,2026-06-07T00:22:44.371776+03:00,2026-06-07T00:56:30.302952+03:00,0.57
2,127,2,55.746529,37.642847,2026-06-07T01:03:32.636152+03:00,2026-06-07T00:53:06.128666+03:00,2026-06-07T01:25:12.117832+03:00,4.77
2,128,2,55.734919,37.64927,2026-06-07T00:15:30.978127+03:00,2026-06-07T00:02:16.552116+03:00,2026-06-07T00:41:19.596724+03:00,1.72
2,129,2,55.731978,37.654489,2026-06-07T02:16:04.319782+03:00,2026-06-07T02:02:02.788332+03:00,2026-06-07T02:40:04.261686+03:00,5.03
2,130,2,55.762651,37.610051,2026-06-07T06:37:08.236525+03:00,2026-06-07T06:30:18.989160+03:00,2026-06-07T07:04:55.717450+03:00,5.01
2,131,2,55.748207,37.628033,2026-06-07T02:36:24.144313+03:00,2026-06-07T02:32:27.906270+03:00,2026-06-07T02:55:43.835261+03:00,3.1
2,132,2,55.74607,37.635843,2026-06-07T05:59:35.105331+03:00,2026-06-07T05:48:05.279641+03:00,2026-06-07T06:26:42.568386+03:00,2.88
2,133,2,55.734556,37.605856,2026-06-07T01:05:13.036078+03:00,2026-06-07T01:00:29.558642+03:00,2026-06-07T01:31:50.479060+03:00,1.8
2,134,2,55.74511,37.655729,2026-06-07T00:05:07.356473+03:00,2026-06-07T00:01:55.419016+03:00,2026-06-07T00:35:02.792297+03:00,4.88
2,135,2,55.743982,37.639514,2026-06-07T07:12:01.016941+03:00,2026-06-07T07:02:34.952644+03:00,2026-06-07T07:37:51.399681+03:00,2.55
2,136,2,55.745064,37.633782,2026-06-07T02:32:26.756718+03:00,2026-06-07T02:21:28.949564+03:00,2026-06-07T03:00:38.678535+03:00,0.64
2,137,2,55.759025,37.638254,2026-06-07T07:05:30.627185+03:00,2026-06-07T06:59:27.988740+03:00,2026-06-07T07:31:13.735473+03:00,4.65
2,138,2,55.737685,37.628494,2026-06-07T05:58:10.360693+03:00,2026-06-07T05:48:22.165480+03:00,2026-06-07T06:25:30.919370+03:00,7.88
2,139,2,55.744837,37.618751,2026-06-07T00:18:32.273046+03:00,2026-06-07T00:05:59.132485+03:00,2026-06-07T00:43:15.624890+03:00,3.56
2,140,2,55.744347,37.638352,2026-06-07T03:20:47.667264+03:00,2026-06-07T03:09:36.208513+03:00,2026-06-07T03:41:26.254207+03:00,7.71
2,141,2,55.749519,37.637683,2026-06-07T07:06:15.765960+03:00,2026-06-07T06:52:18.706384+03:00,2026-06-07T07:27:35.783249+03:00,4.02
2,142,2,55.734269,37.656645,2026-06-07T03:11:08.971648+03:00,2026-06-07T03:01:56.717617+03:00,2026-06-07T03:38:18.504479+03:00,5.98
2,143,2,55.738199,37.607104,2026-06-07T01:04:03.775557+03:00,2026-06-07T00:50:12.914788+03:00,2026-06-07T01:32:35.053433+03:00,6.49
2,144,2,55.747858,37.636586,2026-06-07T06:00:12.351383+03:00,2026-06-07T05:56:55.690515+03:00,2026-06-07T06:29:58.639641+03:00,3.33
2,145,2,55.735185,37.657352,2026-06-07T03:16:15.116171+03:00,2026-06-07T03:09:25.340779+03:00,2026-06-07T03:41:56.885316+03:00,4.86
2,146,2,55.740202,37.622321,2026-06-07T07:37:35.684429+03:00,2026-06-07T07:28:58.983444+03:00,2026-06-07T07:58:45.534268+03:00,3.33
2,147,2,55.752213,37.646172,2026-06-07T01:29:23.583909+03:00,2026-06-07T01:18:10.699216+03:00,2026-06-07T01:52:07.639227+03:00,7.66
2,148,2,55.748895,37.643381,2026-06-07T06:15:15.277371+03:00,2026-06-07T06:01:40.931414+03:00,2026-06-07T06:37:18.832187+03:00,2.02
2,149,2,55.745124,37.628095,2026-06-07T03:50:57.195953+03:00,2026-06-07T03:44:50.399268+03:00,2026-06-07T04:10:27.010210+03:00,4.11
2,150,2,55.728022,37.613388,2026-06-07T04:02:10.287124+03:00,2026-06-07T03:57:50.588831+03:00,2026-06-07T04:23:56.895076+03:00,2.71
2,151,3,55.8769,37.905894,2026-06-07T08:05:58.319849+03:00,2026-06-07T07:51:32.160473+03:00,2026-06-07T08:25:45.722462+03:00,1.53
2,152,3,55.876628,37.858306,2026-06-07T00:59:41.937005+03:00,2026-06-07T00:46:32.963195+03:00,2026-06-07T01:25:28.996083+03:00,4.57
2,153,3,55.882588,37.869726,2026-06-07T01:30:10.378193+03:00,2026-06-07T01:16:56.986319+03:00,2026-06-07T01:55:35.968581+03:00,6.01
2,154,3,55.88369,37.861658,2026-06-07T03:26:27.033755+03:00,2026-06-07T03:14:19.822975+03:00,2026-06-07T03:53:56.786727+03:00,2.05
2,155,3,55.893445,37.897313,2026-06-07T07:14:20.600839+03:00,2026-06-07T07:10:08.315974+03:00,2026-06-07T07:36:15.197114+03:00,6.85
2,156,3,55.880955,37.863692,2026-06-07T03:41:52.534299+03:00,2026-06-07T03:35:55.947838+03:00,2026-06-07T04:08:41.296132+03:00,6.89
2,157,3,55.895542,37.851173,2026-06-07T04:20:47.343966+03:00,2026-06-07T04:14:48.491355+03:00,2026-06-07T04:42:28.909657+03:00,1.71
2,158,3,55.865165,37.898637,2026-06-07T06:22:20.647239+03:00,2026-06-07T06:13:07.930944+03:00,2026-06-07T06:46:44.448463+03:00,4.47
2,159,3,55.883695,37.850114,2026-06-07T01:07:45.017161+03:00,2026-06-07T01:03:14.539187+03:00,2026-06-07T01:37:13.501973+03:00,4.12
2,160,3,55.897246,37.889638,2026-06-07T04:31:36.753121+03:00,2026-06-07T04:26:07.196699+03:00,2026-06-07T04:53:23.854961+03:00,0.73
2,161,3,55.877529,37.874001,2026-06-07T02:44:38.003188+03:00,2026-06-07T02:34:20.150155+03:00,2026-06-07T03:08:44.912515+03:00,3.5
2,162,3,55.889926,37.878067,2026-06-07T08:07:20.973942+03:00,2026-06-07T07:54:31.792277+03:00,2026-06-07T08:34:30.439600+03:00,4.02
2,163,3,55.877219,37.875253,2026-06-07T02:47:28.024358+03:00,2026-06-07T02:43:51.947541+03:00,2026-06-07T03:10:14.010785+03:00,6.46
2,164,3,55.864841,37.869994,2026-06-07T06:26:29.306375+03:00,2026-06-07T06:20:56.699055+03:00,2026-06-07T06:55:39.003364+03:00,3.78
2,165,3,55.879074,37.895516,2026-06-07T08:03:11.258152+03:00,2026-06-07T07:56:49.012754+03:00,2026-06-07T08:22:52.219802+03:00,3.94
2,166,3,55.881241,37.872846,2026-06-07T05:11:12.652737+03:00,2026-06-07T05:03:29.745015+03:00,2026-06-07T05:40:21.075354+03:00,2.89
2,167,3,55.882823,37.841572,2026-06-07T05:26:58.378130+03:00,2026-06-07T05:16:46.597473+03:00,2026-06-07T05:51:10.415552+03:00,7.63
2,168,3,55.885792,37.875936,2026-06-07T05:38:38.234397+03:00,2026-06-07T05:25:29.108953+03:00,2026-06-07T05:58:04.801865+03:00,3.87
2,169,3,55.858765,37.869776,2026-06-07T08:05:26.680179+03:00,2026-06-07T07:56:04.062235+03:00,2026-06-07T08:31:42.277353+03:00,2.77
2,170,3,55.894755,37.844464,2026-06-07T06:02:19.369472+03:00,2026-06-07T05:54:29.108525+03:00,2026-06-07T06:27:30.169966+03:00,5.9
2,171,3,55.872547,37.886912,2026-06-07T03:32:01.760147+03:00,2026-06-07T03:21:15.868452+03:00,2026-06-07T03:54:47.719353+03:00,3.56
2,172,3,55.885909,37.882292,2026-06-07T00:55:02.234702+03:00,2026-06-07T00:44:01.641957+03:00,2026-06-07T01:21:14.876409+03:00,5.47
2,173,3,55.87926,37.869495,2026-06-07T01:47:17.192625+03:00,2026-06-07T01:34:56.923601+03:00,2026-06-07T02:15:45.208690+03:00,2.35
